default_name,version,is_default,rt_id_array,displayed_version_name
Mephistopheles,"{`"Grande? Order`"}",f,{20230},Fate
Mephistopheles,{F/?GO},f,{20230},Fate
Scheherazade,{Fate},f,{20231},Fate
Scheherazade,"{`"Grande? Order`"}",f,{20231},Fate
Scheherazade,{F/?GO},f,{20231},Fate
Ushiwakamaru,{Fate},t,{20232},Fate
Ushiwakamaru,"{`"Grande? Order`"}",t,{20232},Fate
Ushiwakamaru,{F/?GO},t,{20232},Fate
Charles-Henri Sanson,{Fate},f,{20233},Fate
Charles-Henri Sanson,"{`"Grande? Order`"}",f,{20233},Fate
Charles-Henri Sanson,{F/?GO},f,{20233},Fate
Diarmuid Ua Duibhne,{Fate},f,{20234},Fate
Diarmuid Ua Duibhne,{Zero},f,{20234},Fate
Gilles de Rais,{Fate},f,{20235},Fate
Gilles de Rais,{Zero},f,{20235},Fate
Iskandar,{Fate},f,{20236},Fate
Iskandar,{Zero},f,{20236},Fate
Reines,{Fate},f,{20237},Fate
Reines,"{`"El(-| )Melloi|Archisorte`"}",f,{20237},Fate
Chiron,{Fate},f,{20238},Fate
Chiron,{Apoc(rypha)?},f,{20238},Fate
Frankenstein,"{`"Frankenstein ?\\(Fate`"}",f,{20239},Fate
Frankenstein,{Apoc(rypha)?},f,{20239},Fate
Kama,{Fate},f,{20240},Fate
Kama,"{`"Grande? Order`"}",f,{20240},Fate
Kama,{F/?GO},f,{20240},Fate
Mata Hari,{Fate},f,{20241},Fate
Mata Hari,"{`"Grande? Order`"}",f,{20241},Fate
Mata Hari,{F/?GO},f,{20241},Fate
Kintoki,"{`"Grande? Order`"}",f,{20242},Fate
Kintoki,{F/?GO},f,{20242},Fate
Mysterious Heroine,"{`"Mysterious Heroine X`"}",f,{20244},Fate
Mysterious Heroine,{Fate},f,{20244},Fate
Mysterious Heroine,"{`"Grande? Order`"}",f,{20244},Fate
Mysterious Heroine,{F/?GO},f,{20244},Fate
Florence Nightingale,{Fate},f,{20245},Fate
Florence Nightingale,"{`"Grande? Order`"}",f,{20245},Fate
Florence Nightingale,{F/?GO},f,{20245},Fate
Ibaraki-Dōji,{Fate},t,{20246},Fate
Violet,"{Fate,EXTRA}",f,{20247},Fate
Violet,{BB},f,{20247},Fate
Kazuradrop,{Fate},t,{20248},Fate
Kazuradrop,{CCC},t,{20248},Fate
Kazuradrop,"{`"Grande? Order`"}",t,{20248},Fate
Kazuradrop,{F/?GO},t,{20248},Fate
Kingprotea,{Fate},t,{20249},Fate
Kingprotea,{CCC},t,{20249},Fate
Kingprotea,"{`"Grande? Order`"}",t,{20249},Fate
Kingprotea,{F/?GO},t,{20249},Fate
Passionlip,{Fate},t,{20250},Fate
Passionlip,{CCC},t,{20250},Fate
Passionlip,"{`"Grande? Order`"}",t,{20250},Fate
Passionlip,{F/?GO},t,{20250},Fate
Meltryllis,{Fate},t,{20251},Fate
Meltryllis,{CCC},t,{20251},Fate
Meltryllis,"{`"Grande? Order`"}",t,{20251},Fate
Meltryllis,{F/?GO},t,{20251},Fate
BB,{Fate},f,{20252},Fate
BB,{CCC},f,{20252},Fate
BB,"{`"Grande? Order`"}",f,{20252},Fate
BB,{F/?GO},f,{20252},Fate
Charlemagne,{Fate},f,{20253},Fate
Charlemagne,"{`"EXTELLA LINK`"}",f,{20253},Fate
Thomas Edison,{Fate},f,{20254},Fate
Thomas Edison,"{`"Grande? Order`"}",f,{20254},Fate
Thomas Edison,{F/?GO},f,{20254},Fate
Fionn mac Cumhaill,{Fate},f,{20255},Fate
Fionn mac Cumhaill,"{`"Grande? Order`"}",f,{20255},Fate
Fionn mac Cumhaill,{F/?GO},f,{20255},Fate
Nikola Tesla,{Fate},f,{20256},Fate
Nikola Tesla,"{`"Grande? Order`"}",f,{20256},Fate
Nikola Tesla,{F/?GO},f,{20256},Fate
Moriarty,{Fate},f,{20257},Fate
Moriarty,"{`"Grande? Order`"}",f,{20257},Fate
Moriarty,{F/?GO},f,{20257},Fate
Waver Velvet,{Fate},t,{20258},Fate
Waver Velvet,"{`"Grande? Order`"}",t,{20258},Fate
Waver Velvet,{F/?GO},t,{20258},Fate
Gray,"{`"Gr(e|a)y ?\\(Fate`"}",f,{20259},Fate
Gray,"{`"Gr(e|a)y ?\\(F/?GO`"}",f,{20259},Fate
Gray,{gravekeeper},f,{20259},Fate
Ishtar,{Fate},f,{20260},Fate
Ishtar,"{`"Grande? Order`"}",f,{20260},Fate
Ishtar,{F/?GO},f,{20260},Fate
Hessian Lobo,{Fate},t,{20261},Fate
Hessian Lobo,"{`"Grande? Order`"}",t,{20261},Fate
Hessian Lobo,{F/?GO},t,{20261},Fate
Saint Martha,{Fate},f,{20262},Fate
Saint Martha,"{`"Grande? Order`"}",f,{20262},Fate
Saint Martha,{F/?GO},f,{20262},Fate
Saint Martha,{Servents?},f,{20262},Fate
Titan,"{`"Titan ?\\(Invincible`"}",f,{20263},Invincible
Ben Tennyson,"{`"Action Packs`"}",f,{20264},Action Packs
Charmcaster,"{`"Ben (10|Ten(nyson)?)`"}",t,{20265},Ben 10
Charmcaster,{(Omn|Ulti)itrix},t,{20265},Ben 10
Grandpa Max,"{`"Ben (10|Ten(nyson)?)`"}",t,{20266},Ben 10
Grandpa Max,{(Omn|Ulti)itrix},t,{20266},Ben 10
Albedo,"{`"Ben (10|Ten(nyson)?)`"}",f,{20267},Ben 10
Albedo,{(Omn|Ulti)itrix},f,{20267},Ben 10
Gwen,{Ben|Kevin},f,{20268},Ben 10
Gwen,{(Omn|Ulti)itrix},f,{20268},Ben 10
Gwen Tennyson,{Ben|Kevin},t,{20268},Ben 10
Gwen Tennyson,{(Omn|Ulti)itrix},t,{20268},Ben 10
Gwen 10,{(Omn|Ulti)itrix},t,{20269},Ben 10
Gwen,{Gweniverse},f,{20270},Gweniverse
Michael Morningstar,"{`"Ben (10|Ten(nyson)?)`"}",t,{20271},Ben 10
Michael Morningstar,{(Omn|Ulti)itrix},t,{20271},Ben 10
Rook,"{`"Ben (10|Ten(nyson)?)`"}",f,{20272},Ben 10
Rook,{(Omn|Ulti)itrix},f,{20272},Ben 10
Rook,{Bl(o|a)n(k|c)(o|a)},f,{20272},Ben 10
Upchuck,"{`"Ben (10|Ten(nyson)?)`"}",f,{20273},Ben 10
Upchuck,{(Omn|Ulti)itrix},f,{20273},Ben 10
Jetray,"{`"Ben (10|Ten(nyson)?)`"}",t,{20274},Ben 10
Jetray,{(Omn|Ulti)itrix},t,{20274},Ben 10
Chromastone,"{`"Ben (10|Ten(nyson)?)`"}",t,{20275},Ben 10
Chromastone,{(Omn|Ulti)itrix},t,{20275},Ben 10
Spidermonkey,"{`"Ben (10|Ten(nyson)?)`"}",f,{20276},Ben 10
Spidermonkey,{(Omn|Ulti)itrix},f,{20276},Ben 10
Swampfire,"{`"Ben (10|Ten(nyson)?)`"}",t,{20277},Ben 10
Swampfire,{(Omn|Ulti)itrix},t,{20277},Ben 10
Water Hazard,"{`"Ben (10|Ten(nyson)?)`"}",f,{20278},Ben 10
Water Hazard,{(Omn|Ulti)itrix},f,{20278},Ben 10
Kevin,"{`"Ben (10|Ten(nyson)?)`"}",f,{20279},Ben 10
Kevin,{(Omn|Ulti)itrix},f,{20279},Ben 10
Kevin,{Levin},f,{20279},Ben 10
Kevin,"{`"Ultimate Kevin`"}",f,{20279},Ben 10
Lodestar,"{`"Ben (10|Ten(nyson)?)`"}",f,{20280},Ben 10
Lodestar,{(Omn|Ulti)itrix},f,{20280},Ben 10
Goop,"{`"Ben (10|Ten(nyson)?)`"}",f,{20281},Ben 10
Goop,{(Omn|Ulti)itrix},f,{20281},Ben 10
George Washington,"{`"Ben (10|Ten(nyson)?)`"}",f,{20282},Ben 10
Feedback,"{`"Ben (10|Ten(nyson)?)`"}",f,{20283},Ben 10
Feedback,{(Omn|Ulti)itrix},f,{20283},Ben 10
Aggregor,"{`"Ben (10|Ten(nyson)?)`"}",t,{20284},Ben 10
Aggregor,{(Omn|Ulti)itrix},t,{20284},Ben 10
Terraspin,"{`"Ben (10|Ten(nyson)?)`"}",t,{20285},Ben 10
Terraspin,{(Omn|Ulti)itrix},t,{20285},Ben 10
Crashhopper,"{`"Ben (10|Ten(nyson)?)`"}",t,{20286},Ben 10
Crashhopper,{(Omn|Ulti)itrix},t,{20286},Ben 10
Armodrillo,"{`"Ben (10|Ten(nyson)?)`"}",t,{20287},Ben 10
Armodrillo,{(Omn|Ulti)itrix},t,{20287},Ben 10
Ampfibian,"{`"Ben (10|Ten(nyson)?)`"}",t,{20288},Ben 10
Ampfibian,{(Omn|Ulti)itrix},t,{20288},Ben 10
Gravattack,"{`"Ben (10|Ten(nyson)?)`"}",t,{20289},Ben 10
Gravattack,{(Omn|Ulti)itrix},t,{20289},Ben 10
Eatle,"{`"Ben (10|Ten(nyson)?)`"}",t,{20290},Ben 10
Eatle,{(Omn|Ulti)itrix},t,{20290},Ben 10
Tetrax,"{`"Ben (10|Ten(nyson)?)`"}",t,{20291},Ben 10
Tetrax,{(Omn|Ulti)itrix},t,{20291},Ben 10
Anthony Fremont,"{`"It's a Good Life`"}",t,{20292},It's a Good Life
Anthony Fremont,"{`"Twilight Zone`"}",f,{20292},The Twilight Zone
Tori Rivers,{Dreamwalker},t,{20293},Dreamwalker
Life,{Dreamwalker},f,{20294},Dreamwalker
Marrow,{Dreamwalker},f,{20295},Dreamwalker
Kamen Rider Buster,{Saber},t,{20296},""
Ryugen,"{`"Kamen Rider`"}",f,{20297},Kamen Rider
Kamen Rider Psyga,{Faiz},t,{20298},""
Kamen Rider Baron,{Kaito},t,{20299},""
Kamen Rider Orga,{Faiz},t,{20300},""
Horse Orphnoch,{Faiz},t,{20300},Kamen Rider
Kamen Rider Delta,{Faiz},t,{20301},""
Kamen Rider Kaixa,{Faiz},t,{20302},""
Kamen Rider Faiz,{555},t,{20303},""
Takumi Inui,{555},t,{20303},Kamen Rider
Takumi Inui,"{`"Kamen Rider`"}",t,{20303},Kamen Rider
Kamen Rider Meteor,"{`"Kamen Rider Fourze`"}",t,{20304},""
Kamen Rider Fourze,"{`"Gentaro Kisaragi`"}",t,{20305},""
Mitsuaki Gamou,"{`"Kamen Rider`"}",t,{20306},Kamen Rider
Kou Tatsugami,"{`"Kamen Rider`"}",t,{20307},Kamen Rider
Natsuji Kijima,"{`"Kamen Rider`"}",t,{20308},Kamen Rider
Cancer Zodiarts,"{`"Kamen Rider`"}",t,{20308},Kamen Rider
Agito,{Origins?},f,{20309},Origin: Spirits of the Past
Agito,"{`"Spirits of the Past`"}",f,{20309},Origin: Spirits of the Past
Flamie Speeddraw,{Rokka},t,{20310},Rokka: Braves of the Six Flowers
Nashetania Loei Piena Augustra,{Rokka},t,{20311},Rokka: Braves of the Six Flowers
Goldof Auora,{Rokka},t,{20312},Rokka: Braves of the Six Flowers
Chamo Rosso,{Rokka},t,{20313},Rokka: Braves of the Six Flowers
Hans Humpty,{Rokka},t,{20314},Rokka: Braves of the Six Flowers
Mora Chester,{Rokka},t,{20315},Rokka: Braves of the Six Flowers
Superman,"{`"Superman:? Brai?niac Attacks`"}",f,{20316},Superman: Brainiac Attacks
Superman,"{`"Super(-| )?man ?\\(Brai?niac Attacks`"}",f,{20316},Superman: Brainiac Attacks
Brainiac,"{`"Superman:? Brainiac Attacks`"}",f,{20317},Superman: Brainiac Attacks
Blinx,"{`"Time Sweeper`"}",t,{20318},Blinx: The Time Sweeper
Siegfried,{Nibelungenlied},f,{20319},The Nibelungenlied
Siegfried,{myth?(ical|olog(y|ical))?},f,{20319},The Nibelungenlied
Sigurd,{Nibelungenlied},f,{20319},The Nibelungenlied
Sigurd,{myth?(ical|olog(y|ical))?},f,{20319},The Nibelungenlied
Siegfried,{Fate},f,{},Fate
Tommy Oliver,"{`"Bat ?in ?the ?Sun`"}",f,{20320},Bat in the Sun
Green Ranger,"{`"Bat ?in ?the ?Sun`"}",f,{20320},Bat in the Sun
Sixth Brother,"{`"S(tar )?Wars`"}",f,{20321},Star Wars
Zeb Orrelios,"{`"S(tar )?Wars`"}",t,{20322},Star Wars
Mech Cadet Yu,{Buddy},t,{20324},""
Batman,"{Broken,`"Dark Multiverse`"}",f,{20325},Dark Multiverse
Zachary Zatara,{DC},t,{20326},DC
Willoughby Kipling,{DC},t,{20327},DC
Anton Arcane,"{`"(\\(|\\[)DC( Comics)?(\\)|\\])`"}",t,{20328},DC
Anton Arcane,{PC},f,{},Post-Crisis
Anton Arcane,"{`"Earth(-| )(1|One)`"}",f,{},Post-Crisis
Anton Arcane,"{`"Posts?(-| )?C(risis)?`"}",f,{},Post-Crisis
Anton Arcane,"{`"New(-| )Earth`"}",f,{},Post-Crisis
Lawman,{DC},f,{20328},DC
Lawman,"{`"Prime(-| )Earth`"}",f,{20328},DC
Lawman,{Wardell},f,{20328},DC
Lawman,"{`"Death(-| )?stroke`"}",f,{20328},DC
Djinn,"{`"Djinn ?\\(DC`"}",f,{20329},DC
Djinn,"{`"(Post(-| ))?Flash(-| )?point`"}",f,{20329},Flashpoint
Djinn,"{`"Red Hood`"}",f,{20329},Flashpoint
Djinn,"{`"Prime(-| )Earth`"}",f,{20329},Flashpoint
Psych,"{`"Psych ?\\(DC`"}",f,{20330},DC
Psych,{Bashir},f,{20330},DC
Grant Morrison,"{`"Posts?(-| )?C(risis)?`"}",t,{20331},Post-Crisis
Grant Morrison,{PC},t,{20331},Post-Crisis
Grant Morrison,"{`"New(-| )Earth`"}",t,{20331},Post-Crisis
Lord Havok,"{`"Lord Havok ?\\(DC`"}",t,{20332},DC
Lord Havok,"{`"Lord Havok ?\\(Rebirth`"}",f,{20332},Rebirth
Turtle,"{`"Turtle ?\\(DC`"}",f,{20333},DC
Turtle,"{`"Turtle ?\\(New(-| )?52`"}",f,{20333},New 52
Mr. Nobody,{PC},f,{20334},DC
Mr. Nobody,"{`"Posts?(-| )?C(risis)?`"}",f,{20334},DC
Mr. Nobody,"{`"New(-| )Earth`"}",f,{20334},DC
Mr. Nobody,"{`"Pre(-| )?Crisis`"}",f,{20334},DC
Mr. Nobody,"{`"Silver(-| )?Age`"}",f,{20334},DC
Mr. Nobody,"{`"Earth(-| )(1|One)`"}",f,{20334},DC
Two-Face,"{`"New(-| )?52`"}",f,{20335},New 52
Two-Face,{Nu?-?52},f,{20335},New 52
Two-Face,"{`"Post(-| )52`"}",f,{20335},New 52
Two-Face,"{`"Prime(-| )Earth`"}",f,{20335},New 52
Two-Face,{Rebirth},f,{20335},New 52
Two-Face,"{`"(\\(|\\[)DC( Comics)?(\\)|\\])`"}",t,{20335},DC
Two-Face,"{`"Two(-| )?Face vs`"}",t,{20335},DC
Two-Face,"{`"vs\\. Two(-| )?Face`"}",t,{20335},DC
Two-Face,"{`"Bat(-| )?man`"}",t,{20335},DC
Mongal,"{`"Posts?(-| )?C(risis)?`"}",f,{20336},Post-Crisis
Mongal,{PC},f,{20336},Post-Crisis
Hemo-Goblin,{DC},t,{20337},Post-Crisis
Hemo-Goblin,"{`"Posts?(-| )?C(risis)?`"}",t,{20337},Post-Crisis
Hemo-Goblin,{PC},t,{20337},Post-Crisis
Hemo-Goblin,"{`"New(-| )Earth`"}",t,{20337},Post-Crisis
Weasel,"{`"Weasel ?\\(Posts?(-| )?C(risis)?`"}",f,{20338},Post-Crisis
Weasel,"{`"Weasel ?\\(DC`"}",f,{20338},DC
Hat,"{`"Hat ?\\(DC`"}",f,{20339},Post-Crisis
Hat,"{`"Hat ?\\(Posts?(-| )?C(risis)?`"}",f,{20339},Post-Crisis
Hat,"{`"Manchester Black`"}",f,{20339},Post-Crisis
Hat,"{`"The Elite`"}",f,{20339},Post-Crisis
Javelin,"{`"Javelin ?\\(DC`"}",f,{20340},DC
Javelin,"{`"Javelin ?\\(Posts?(-| )?C(risis)?`"}",f,{20340},DC
Bloodsport,"{`"Bloodsport ?\\(DC`"}",f,{20341},DC
Bloodsport,"{`"Bloodsport ?\\(Posts?(-| )?C(risis)?`"}",f,{20341},DC
Mother Box,"{`"(\\(|\\[)DC( Comics)?(\\)|\\])`"}",t,{20342},DC
Mother Box,"{`"Pre(-| )?Flashpoint`"}",f,{20342},Pre-Flashpoint
Mother Box,"{`"DC Extended Universe`"}",f,{},DCEU
Mother Box,"{`"DC ?(E|C)U`"}",f,{},DCEU
Mother Box,"{`"DC Cinematic Universe`"}",f,{},DCEU
Blackguard,"{`"(\\(|\\[)DC( Comics)?(\\)|\\])`"}",f,{20343},DC
Blackguard,{PC},f,{20343},Post-Crisis
Blackguard,"{`"Earth(-| )(1|One)`"}",f,{20343},Post-Crisis
Blackguard,"{`"Posts?(-| )?C(risis)?`"}",f,{20343},Post-Crisis
Blackguard,"{`"New(-| )Earth`"}",f,{20343},Post-Crisis
Savant,"{`"Savant ?\\(DC`"}",f,{20344},DC
Savant,{PC},f,{20344},Post-Crisis
Savant,"{`"Earth(-| )(1|One)`"}",f,{20344},Post-Crisis
Savant,"{`"Posts?(-| )?C(risis)?`"}",f,{20344},Post-Crisis
Savant,"{`"New(-| )Earth`"}",f,{20344},Post-Crisis
Savant,"{`"Pre(-| )?Crisis`"}",f,{},Pre-Crisis
Savant,"{`"Silver(-| )?Age`"}",f,{},Pre-Crisis
Ratcatcher,"{`"(\\(|\\[)DC( Comics)?(\\)|\\])`"}",t,{20345},DC
Ratcatcher,{PC},f,{20345},Post-Crisis
Ratcatcher,"{`"Earth(-| )(1|One)`"}",f,{20345},Post-Crisis
Ratcatcher,"{`"Posts?(-| )?C(risis)?`"}",f,{20345},Post-Crisis
Ratcatcher,"{`"New(-| )Earth`"}",f,{20345},Post-Crisis
Ratcatcher,"{`"Pre(-| )?Crisis`"}",f,{},Pre-Crisis
Ratcatcher,"{`"Silver(-| )?Age`"}",f,{},Pre-Crisis
Hal Jordan,"{`"Earth One`"}",f,{20346},Earth One
Cheetah,"{`"DC Extended Universe`"}",f,{20347},DCEU
Cheetah,"{`"DC ?(E|C)U`"}",f,{20347},DCEU
Cheetah,"{`"DC Cinematic Universe`"}",f,{20347},DCEU
Starro,"{`"DC Extended Universe`"}",f,{20348},DCEU
Starro,"{`"DC ?(E|C)U`"}",f,{20348},DCEU
Starro,"{`"DC Cinematic Universe`"}",f,{20348},DCEU
Starro,"{`"Suicide Squad`"}",f,{20348},DCEU
Harley Quinn,"{`"DC ?(E|C)U`"}",f,{13140},DCEU
Harley Quinn,"{`"Suicide Squad`"}",f,{13140},DCEU
Ratcatcher 2,"{`"DC Extended Universe`"}",t,{20349},DCEU
Ratcatcher 2,"{`"DC ?(E|C)U`"}",t,{20349},DCEU
Ratcatcher 2,"{`"DC Cinematic Universe`"}",t,{20349},DCEU
Ratcatcher 2,"{`"Suicide Squad`"}",t,{20349},DCEU
Polka Dot Man,"{`"DC Extended Universe`"}",f,{20350},DCEU
Polka Dot Man,"{`"DC ?(E|C)U`"}",f,{20350},DCEU
Polka Dot Man,"{`"DC Cinematic Universe`"}",f,{20350},DCEU
Polka Dot Man,"{`"Suicide Squad`"}",f,{20350},DCEU
King Shark,"{`"DC Extended Universe`"}",f,{20351},DCEU
King Shark,"{`"DC ?(E|C)U`"}",f,{20351},DCEU
King Shark,"{`"DC Cinematic Universe`"}",f,{20351},DCEU
King Shark,"{`"Suicide Squad`"}",f,{20351},DCEU
Bloodsport,"{`"DC Extended Universe`"}",f,{20352},DCEU
Bloodsport,"{`"DC ?(E|C)U`"}",f,{20352},DCEU
Bloodsport,"{`"DC Cinematic Universe`"}",f,{20352},DCEU
Bloodsport,"{`"Suicide Squad`"}",f,{20352},DCEU
Bloodsport,"{`"Idris Elba`"}",f,{20352},DCEU
Peacemaker,"{`"DC Extended Universe`"}",f,{20353},DCEU
Peacemaker,"{`"DC ?(E|C)U`"}",f,{20353},DCEU
Mother Box,{Snyder(verse)?},f,{},DCEU
Peacemaker,"{`"DC Cinematic Universe`"}",f,{20353},DCEU
Peacemaker,"{`"Peace ?maker ?\\((The )?Suicide Squad`"}",f,{20353},DCEU
Peacemaker,"{`"John Cena`"}",f,{20353},DCEU
Peacemaker,"{`"Suicide Squad`",comics?}",f,{},DC
Peacemaker,"{`"Peace ?maker ?\\(D\\.?C`"}",f,{},DC
Black Panther,"{`"Stars (and|&) Stripes`"}",f,{20354},Stars and Stripes
Shura,"{`"One ?Piece?`"}",f,{20355},One Piece
Ohm,"{`"One ?Piece?`"}",f,{20356},One Piece
Killer,"{`"Killer ?\\(One ?Piece?`"}",f,{20357},One Piece
Kaido,"{`"One ?Piece?`"}",t,{20358},One Piece
Sasaki,"{`"One ?Piece?`"}",f,{20359},One Piece
Captain Hero,"{`"Drawn Together`"}",t,{20360},Drawn Together
Sparkster,"{`"Rocket Knight Adventures`"}",t,{20361},Rocket Knight Adventures
Fantastic Four,{1967},f,{20362},1967
Reed Richards,"{`"Dark Raider`"}",f,{20363},944
Reed Richards,{944},f,{20363},944
Rambo,{Morrell},f,{20364},David Morrell
Rambo,"{`"Mortal Kombat`"}",f,{20365},Mortal Kombat
Rambo,{Blackthorne},f,{20366},Blackthorne Publishing
Masked Spider,"{`"Cartoon ?Hooligans`"}",t,{20367},CartoonHooligans
Super Thor,"{`"Cartoon ?Hooligans`"}",f,{20368},CartoonHooligans
Super Thor,{Goffu},f,{20368},CartoonHooligans
Nocturne,"{`"Danny Phantom`"}",f,{20369},Danny Phantom
Nocturn,"{`"Danny Phantom`"}",f,{20369},Danny Phantom
Desiree,"{`"Danny Phantom`"}",f,{20370},Danny Phantom
Gavan Type-G,"{`"Space Sheriff Gavan`"}",t,{20371},Space Sheriff Gavan
Sloth,{Goonies},f,{20372},The Goonies
Yellow,"{`"Character Scramble`"}",f,{20373},Character Scramble
Hermes Conrad,"{`"Character Scramble`"}",f,{20374},Character Scramble
Takayuki Yagami,{Judgment},t,{20375},Yakuza
Takayuki Yagami,{Yakuza},t,{20375},Yakuza
Pegasus Kōga,{Seiya},t,{20376},Saint Seiya
Pegasus Tenma,{Seiya},t,{20377},Saint Seiya
Chosen Ones,"{`"Class of the Titans`"}",f,{20379},Class of the Titans
Jay,"{`"Class of the Titans`"}",f,{20380},Class of the Titans
Atlanta,"{`"Class of the Titans`"}",f,{20381},Class of the Titans
Herry,"{`"Class of the Titans`"}",f,{20382},Class of the Titans
Archie,"{`"Class of the Titans`"}",f,{20383},Class of the Titans
Theresa,"{`"Class of the Titans`"}",f,{20384},Class of the Titans
Odie,"{`"Class of the Titans`"}",f,{20385},Class of the Titans
Neil,"{`"Class of the Titans`"}",f,{20386},Class of the Titans
Cooler,{squadron},f,{20387},Dragon Ball
Cooler,"{`"Dragon ?Ball`"}",f,{20387},Dragon Ball
Cooler,{DB(Z|S)?},f,{20387},Dragon Ball
Cooler,"{`"Metal?( |-)?Cooler`"}",f,{20387},Dragon Ball
Cooler,{Fr(e|i)eza},f,{20387},Dragon Ball
Cooler,"{`"Gete Star`"}",f,{20387},Dragon Ball
Cooler,{Salza},f,{20387},Dragon Ball
Kasen Ibaraki,{Touhou},t,{20389},Touhou
Mima,{Touhou},f,{20390},Touhou
Yumemi Okazaki,{Touhou},f,{20391},Touhou
Manfred von Wreckerstein,{Thing},t,{20392},"The Thing, 1979"
Wallace and Gromit,{Wallace},t,{20393},""
Xena,"{`"Warrior Princess`"}",t,{20394},Xena: Warrior Princess
Xena,{chakram},t,{20394},Xena: Warrior Princess
Virgil,{Xena},f,{20395},Xena: Warrior Princess
Virgil,"{`"Warrior Princess`"}",f,{20395},Xena: Warrior Princess
Gabrielle,{Xena},f,{20396},Xena: Warrior Princess
Gabrielle,"{`"Warrior Princess`"}",f,{20396},Xena: Warrior Princess
Rosinante,"{`"One ?Piece?`"}",f,{20397},One Piece
Rosinante,"{`"Don ?quixote`"}",f,{20397},One Piece
Camera,{Goosebumps},f,{20398},Goosebumps
Camera,"{`"Say Cheese and Die`"}",f,{20398},Goosebumps
Shadow,"{`"Sonic X`"}",f,{20399},Sonic X
Sonic,"{`"Sonic ?\\(Sonic X`"}",f,{20400},Sonic X
Sonic the Hedgehog,"{`"Sonic X`"}",f,{20400},Sonic X
Emerl,"{`"Sonic X`"}",f,{20401},Sonic X
Sam Speed,"{`"Sonic X`"}",t,{20402},Sonic X
Tails,"{`"Sonic X`"}",f,{20403},Sonic X
Knuckles,"{`"Sonic X`"}",f,{20404},Sonic X
Amy Rose,"{`"Sonic X`"}",f,{20405},Sonic X
The Thing,"{`"The Thing ?\\(1979`"}",f,{20406},1979
Sonic,"{`"Tails Gets Trolled`"}",f,{20407},Tails Gets Trolled
Psycho Goreman,{PG},t,{20408},""
Chipp,"{`"Guilty Gear`"}",f,{20409},Guilty Gear
Chipp,{Zanuff},f,{20409},Guilty Gear
Nagoriyuki,"{`"Guilty Gear`"}",t,{20410},Guilty Gear
Potemkin,"{`"Guilty Gear`"}",f,{20411},Guilty Gear
I-No,"{`"Guilty Gear`"}",t,{20412},Guilty Gear
Slayer,"{`"Guilty Gear`"}",f,{20413},Guilty Gear
Answer,"{`"Guilty Gear`"}",f,{20414},Guilty Gear
Baiken,"{`"Guilty Gear`"}",t,{20415},Guilty Gear
Prettz,"{`"Final Fantasy`"}",f,{20416},Final Fantasy
Stetch Atelier,"{`"Dungeons (&|and) Artifacts`"}",t,{20417},Dungeons & Artifacts
Saint of Killers,{Preacher},t,{20418},Preacher
Fox Alistair,{RWBY},t,{20419},RWBY
Xanthe Rumpole,{RWBY},t,{20420},RWBY
Tock,{RWBY},f,{20421},RWBY
Shredder,{1990},f,{20422},"TMNT, 1990"
Teenage Mutant Ninja Turtles,{1990},f,{20423},1990
Princess ShinkenRed,"{`"Samurai Sentai Shinkenger`"}",t,{20424},Samurai Sentai Shinkenger
Kaoru Shiba,"{`"Samurai Sentai Shinkenger`"}",t,{20424},Samurai Sentai Shinkenger
Juzo Fuwa,"{`"Samurai Sentai Shinkenger`"}",t,{20425},Samurai Sentai Shinkenger
Wu-Tang Clan,"{`"Shaolin Style`"}",f,{20426},Wu-Tang: Shaolin Style
Sergei,"{`"Mother Russia Bleeds`"}",f,{20427},Mother Russia Bleeds
Andrew,{Chronicles?},f,{20428},Chronicle
Andrew,{Detmer},f,{20428},Chronicle
Minato,{Naruto},f,{20429},Naruto
Minato,{Namikaze},f,{20429},Naruto
Minato,"{`"Yellow Flash`"}",f,{20429},Naruto
Dosu,{Naruto},f,{20430},Naruto
Dosu,{Kinuta},f,{20430},Naruto
Dosu,"{`"Team Dosu`"}",f,{20430},Naruto
Wicked Wedgie Woman,"{`"Captain Underpants`"}",t,{20431},Captain Underpants
Poopypants,{Professor},f,{20432},Captain Underpants
Poopypants,{Underpants},f,{20432},Captain Underpants
Bionic Booger Boy,{Underpants},t,{20433},Captain Underpants
Turbo Toilet 2000,{Underpants},t,{20434},Captain Underpants
Egg Beater,{Archie},f,{20435},Archie Comics
Cornelius,"{`"Green Lantern`"}",f,{20436},Green Lantern
Tetsutetsu Tetsutetsu,"{`"My Hero Academia`"}",t,{20437},My Hero Academia
Tetsutetsu Tetsutetsu,"{`"\\(My Hero\\)`"}",t,{20437},My Hero Academia
Tetsutetsu Tetsutetsu,{(M|BN?)HA},t,{20437},My Hero Academia
Tetsutetsu Tetsutetsu,"{`"Boku no Hero`"}",t,{20437},My Hero Academia
Marco,{Animorphs?},f,{20438},Animorphs
Wonder Woman,{Whedon},f,{20439},Joss Whedon
Batman,{Mankiewicz},f,{20440},Tom Mankiewicz
Mecha Team Leader,{Fortnite},t,{20441},Fortnite
Devourer,{Fortnite},f,{20442},Fortnite
Ariana Grande,{Fortnite},f,{20443},Fortnite
Agent Jones,{Fortnite},f,{20444},Fortnite
The Foundation,{Fortnite},f,{20445},Fortnite
Batman,{Fortnite},f,{20446},Fortnite
Janitor,"{`"Willy(|’)s Wonderland`"}",f,{20447},Willy's Wonderland
